Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
73,3,745.5,2,3,3,233,At Risk
39,4,1046.84,3,4,4,344,Loyal Customers
71,3,979.8000000000001,3,3,3,333,Loyal Customers
86,1,309.91,2,1,2,212,Others
101,3,1441.55,2,3,4,234,At Risk
134,4,1573.13,2,4,4,244,At Risk
8,4,1253.78,5,4,4,544,Champions
9,2,471.14,5,2,2,522,Others
298,2,287.38,1,2,2,122,Others
67,10,1882.3200000000002,3,5,4,354,Loyal Customers
59,1,357.15000000000003,3,1,2,312,Others
332,1,120.0,1,1,1,111,Others
1,8,4842.28,5,5,5,555,Champions
296,1,366.41999999999996,1,1,2,112,Others
40,4,616.79,3,4,3,343,Loyal Customers
95,2,730.37,2,2,3,223,Others
46,12,5400.461,3,5,5,355,Loyal Customers
17,1,350.99,4,1,2,412,Others
129,2,363.40000000000003,2,2,2,222,Others
68,1,601.03,3,1,3,313,Others
182,1,1000.63,1,1,4,114,Others
127,3,1491.73,2,3,4,234,At Risk
16,4,2854.73,4,4,5,445,Champions
31,16,19381.36,4,5,5,455,Champions
107,3,824.28,2,3,3,233,At Risk
59,1,322.93,3,1,2,312,Others
15,4,1183.39,5,4,4,544,Champions
100,2,843.1700000000001,2,2,3,223,Others
64,1,40.56,3,1,1,311,Others
106,1,354.85,2,1,2,212,Others
75,1,295.73,2,1,2,212,Others
45,1,101.86,3,1,1,311,Others
198,2,482.85,1,2,2,122,Others
322,1,256.6,1,1,2,112,Others
31,6,1189.3799999999999,4,4,4,444,Champions
43,4,982.9399999999999,3,4,3,343,Loyal Customers
47,6,13009.61,3,4,5,345,Loyal Customers
45,1,205.83,3,1,1,311,Others
156,2,191.86,2,2,1,221,Others
44,1,245.15,3,1,1,311,Others
3,11,4120.32,5,5,5,555,Champions
99,4,628.44,2,4,3,243,At Risk
289,1,704.4,1,1,3,113,Others
149,4,1374.41,2,4,4,244,At Risk
40,4,3851.01,3,4,5,345,Loyal Customers
49,3,2201.91,3,3,5,335,Loyal Customers
16,12,4020.85,4,5,5,455,Champions
46,7,4354.32,3,5,5,355,Loyal Customers
4,6,2221.37,5,4,5,545,Champions
43,1,375.34000000000003,3,1,2,312,Others
74,4,2196.71,2,4,5,245,At Risk
57,2,456.4,3,2,2,322,Others
11,38,39667.19,5,5,5,555,Champions
1,19,10533.87,5,5,5,555,Champions
52,3,1352.04,3,3,4,334,Loyal Customers
66,3,742.9000000000001,3,3,3,333,Loyal Customers
43,2,277.94,3,2,2,322,Others
15,2,1341.56,5,2,4,524,Others
14,4,1058.0800000000002,5,4,4,544,Champions
9,5,2075.31,5,4,4,544,Champions
185,2,1147.02,1,2,4,124,Others
49,2,1428.28,3,2,4,324,Others
68,1,492.1,3,1,2,312,Others
203,1,206.19,1,1,1,111,Others
14,5,1478.7,5,4,4,544,Champions
66,1,109.8,3,1,1,311,Others
200,2,716.69,1,2,3,123,Others
58,5,1370.34,3,4,4,344,Loyal Customers
96,1,158.02,2,1,1,211,Others
60,1,494.85,3,1,2,312,Others
182,3,868.96,1,3,3,133,At Risk
67,2,687.3100000000001,3,2,3,323,Others
65,4,474.1,3,4,2,342,Loyal Customers
45,2,701.61,3,2,3,323,Others
205,1,245.48000000000002,1,1,1,111,Others
99,2,757.13,2,2,3,223,Others
18,5,1583.28,4,4,4,444,Champions
74,1,445.05,2,1,2,212,Others
11,8,4912.38,5,5,5,555,Champions
259,1,200.63,1,1,1,111,Others
17,2,1077.2,4,2,4,424,Others
61,4,1766.27,3,4,4,344,Loyal Customers
172,1,339.88,2,1,2,212,Others
64,1,310.75,3,1,2,312,Others
56,10,2285.04,3,5,5,355,Loyal Customers
68,2,249.88,3,2,1,321,Others
57,4,1079.66,3,4,4,344,Loyal Customers
3,14,2443.77,5,5,5,555,Champions
61,3,1294.17,3,3,4,334,Loyal Customers
372,1,82.60000000000001,1,1,1,111,Others
16,2,689.1,4,2,3,423,Others
46,2,285.9,3,2,2,322,Others
1,3,840.0500000000001,5,3,3,533,Loyal Customers
25,2,400.06,4,2,2,422,Others
214,1,214.71,1,1,1,111,Others
38,2,227.47000000000003,3,2,1,321,Others
30,2,634.68,4,2,3,423,Others
161,1,136.0,2,1,1,211,Others
278,2,469.13,1,2,2,122,Others
86,6,1175.78,2,4,4,244,At Risk
79,2,860.08,2,2,3,223,Others
177,1,108.0,1,1,1,111,Others
86,2,871.26,2,2,3,223,Others
319,1,215.46,1,1,1,111,Others
257,1,131.25,1,1,1,111,Others
29,2,917.0600000000001,4,2,3,423,Others
318,1,48.96,1,1,1,111,Others
87,1,423.26,2,1,2,212,Others
26,1,578.14,4,1,3,413,Others
136,1,58.5,2,1,1,211,Others
8,9,3488.16,5,5,5,555,Champions
60,3,854.55,3,3,3,333,Loyal Customers
8,5,1731.16,5,4,4,544,Champions
212,1,135.6,1,1,1,111,Others
68,1,266.4,3,1,2,312,Others
200,1,93.8,1,1,1,111,Others
8,12,4630.7,5,5,5,555,Champions
7,6,1591.74,5,4,4,544,Champions
37,2,707.79,3,2,3,323,Others
30,8,2108.21,4,5,4,454,Champions
44,2,1157.77,3,2,4,324,Others
60,9,2744.42,3,5,5,355,Loyal Customers
288,1,285.6,1,1,2,112,Others
225,2,404.7,1,2,2,122,Others
5,8,1404.04,5,5,4,554,Champions
22,1,195.0,4,1,1,411,Others
107,4,1503.24,2,4,4,244,At Risk
4,5,1696.64,5,4,4,544,Champions
12,2,1531.63,5,2,4,524,Others
60,1,656.16,3,1,3,313,Others
46,3,643.47,3,3,3,333,Loyal Customers
10,1,902.35,5,1,3,513,Others
15,10,6124.52,5,5,5,555,Champions
23,1,524.65,4,1,3,413,Others
18,1,202.85,4,1,1,411,Others
32,3,1251.65,4,3,4,434,Loyal Customers
148,4,1656.26,2,4,4,244,At Risk
10,13,6007.88,5,5,5,555,Champions
73,2,651.4100000000001,2,2,3,223,Others
70,3,661.39,3,3,3,333,Loyal Customers
39,7,7246.27,3,5,5,355,Loyal Customers
130,2,900.1800000000001,2,2,3,223,Others
39,1,516.28,3,1,3,313,Others
147,3,1220.9,2,3,4,234,At Risk
15,3,2143.84,5,3,5,535,Loyal Customers
101,1,280.7,2,1,2,212,Others
137,1,90.42,2,1,1,211,Others
189,1,182.64,1,1,1,111,Others
1,5,873.34,5,4,3,543,Loyal Customers
79,4,6781.8,2,4,5,245,At Risk
1,9,4281.05,5,5,5,555,Champions
10,7,2898.8,5,5,5,555,Champions
50,5,3777.2,3,4,5,345,Loyal Customers
4,2,966.27,5,2,3,523,Others
92,1,120.44,2,1,1,211,Others
91,1,221.65,2,1,1,211,Others
22,1,189.93,4,1,1,411,Others
36,1,548.5,4,1,3,413,Others
8,5,1555.4,5,4,4,544,Champions
15,4,645.19,5,4,3,543,Loyal Customers
25,10,2614.78,4,5,5,455,Champions
31,2,399.9,4,2,2,422,Others
12,5,977.3000000000001,5,4,3,543,Loyal Customers
68,4,617.72,3,4,3,343,Loyal Customers
16,1,228.07,4,1,1,411,Others
287,1,3537.821,1,1,5,115,Others
32,6,659.16,4,4,3,443,Loyal Customers
18,10,4573.85,4,5,5,455,Champions
68,1,262.24,3,1,2,312,Others
135,1,256.95,2,1,2,212,Others
204,2,111.0,1,2,1,121,Others
64,8,2887.41,3,5,5,355,Loyal Customers
8,7,2374.5,5,5,5,555,Champions
25,8,1606.98,4,5,4,454,Champions
369,1,204.24,1,1,1,111,Others
52,4,2093.46,3,4,4,344,Loyal Customers
66,1,250.85,3,1,2,312,Others
227,2,400.95,1,2,2,122,Others
325,1,266.05,1,1,2,112,Others
215,1,711.23,1,1,3,113,Others
44,1,225.3,3,1,1,311,Others
72,3,660.0,2,3,3,233,At Risk
18,4,1276.66,4,4,4,444,Champions
1,3,982.86,5,3,3,533,Loyal Customers
38,3,1020.47,3,3,4,334,Loyal Customers
43,3,1648.18,3,3,4,334,Loyal Customers
15,6,2283.91,5,4,5,545,Champions
372,1,120.0,1,1,1,111,Others
37,3,749.0600000000001,3,3,3,333,Loyal Customers
147,2,175.5,2,2,1,221,Others
4,2,225.89000000000001,5,2,1,521,Others
73,3,1111.55,2,3,4,234,At Risk
42,2,1273.47,3,2,4,324,Others
8,1,127.2,5,1,1,511,Others
66,7,1921.91,3,5,4,354,Loyal Customers
26,5,2704.62,4,4,5,445,Champions
37,2,261.9,3,2,2,322,Others
295,1,51.0,1,1,1,111,Others
9,6,2129.42,5,4,4,544,Champions
309,1,221.69,1,1,1,111,Others
37,5,1943.51,3,4,4,344,Loyal Customers
10,4,1293.3500000000001,5,4,4,544,Champions
40,11,6019.65,3,5,5,355,Loyal Customers
5,3,1256.6000000000001,5,3,4,534,Loyal Customers
14,5,1848.8600000000001,5,4,4,544,Champions
12,3,554.87,5,3,3,533,Loyal Customers
170,1,110.95,2,1,1,211,Others
11,3,979.85,5,3,3,533,Loyal Customers
19,5,940.69,4,4,3,443,Loyal Customers
72,3,332.42,2,3,2,232,At Risk
72,6,3389.84,2,4,5,245,At Risk
23,6,1647.17,4,4,4,444,Champions
152,1,151.17,2,1,1,211,Others
319,2,203.14,1,2,1,121,Others
127,1,199.45000000000002,2,1,1,211,Others
231,4,773.88,1,4,3,143,At Risk
45,4,1066.03,3,4,4,344,Loyal Customers
64,8,3810.64,3,5,5,355,Loyal Customers
25,1,258.65,4,1,2,412,Others
1,69,19257.08,5,5,5,555,Champions
32,10,3226.76,4,5,5,455,Champions
115,1,376.34,2,1,2,212,Others
47,7,2912.93,3,5,5,355,Loyal Customers
43,4,1516.65,3,4,4,344,Loyal Customers
33,8,1790.3600000000001,4,5,4,454,Champions
31,6,3118.39,4,4,5,445,Champions
259,1,285.84,1,1,2,112,Others
166,3,982.59,2,3,3,233,At Risk
15,8,2756.98,5,5,5,555,Champions
52,6,1038.03,3,4,4,344,Loyal Customers
16,23,10988.14,4,5,5,455,Champions
106,1,934.23,2,1,3,213,Others
310,1,349.25,1,1,2,112,Others
12,6,2610.91,5,4,5,545,Champions
120,7,1888.49,2,5,4,254,At Risk
56,3,624.36,3,3,3,333,Loyal Customers
24,2,587.69,4,2,3,423,Others
47,5,691.86,3,4,3,343,Loyal Customers
16,2,343.71,4,2,2,422,Others
47,4,959.3299999999999,3,4,3,343,Loyal Customers
17,4,1991.49,4,4,4,444,Champions
232,3,815.69,1,3,3,133,At Risk
290,3,655.5,1,3,3,133,At Risk
26,1,75.6,4,1,1,411,Others
15,22,3876.2599999999998,5,5,5,555,Champions
26,8,1631.38,4,5,4,454,Champions
145,2,640.54,2,2,3,223,Others
70,2,2605.62,3,2,5,325,Others
109,1,760.1,2,1,3,213,Others
53,3,2660.0,3,3,5,335,Loyal Customers
71,1,919.7,3,1,3,313,Others
88,3,369.94,2,3,2,232,At Risk
79,1,395.69,2,1,2,212,Others
61,1,160.0,3,1,1,311,Others
53,4,2722.34,3,4,5,345,Loyal Customers
8,5,925.3,5,4,3,543,Loyal Customers
368,1,143.70000000000002,1,1,1,111,Others
124,1,420.22,2,1,2,212,Others
8,1,35.400000000000006,5,1,1,511,Others
30,3,504.44,4,3,3,433,Loyal Customers
68,1,105.56,3,1,1,311,Others
154,1,14.85,2,1,1,211,Others
180,1,271.05,1,1,2,112,Others
19,3,673.33,4,3,3,433,Loyal Customers
57,4,705.1,3,4,3,343,Loyal Customers
18,4,986.22,4,4,4,444,Champions
214,1,135.39,1,1,1,111,Others
7,1,39.75,5,1,1,511,Others
60,20,2993.37,3,5,5,355,Loyal Customers
33,9,3048.38,4,5,5,455,Champions
9,1,255.0,5,1,2,512,Others
89,2,423.85,2,2,2,222,Others
262,1,222.22,1,1,1,111,Others
15,4,1318.39,5,4,4,544,Champions
205,1,162.07,1,1,1,111,Others
26,2,457.89,4,2,2,422,Others
29,1,471.84,4,1,2,412,Others
292,1,205.35999999999999,1,1,1,111,Others
269,1,143.85999999999999,1,1,1,111,Others
10,4,921.5600000000001,5,4,3,543,Loyal Customers
2,102,18482.1,5,5,5,555,Champions
103,8,7553.63,2,5,5,255,At Risk
15,7,1567.79,5,5,4,554,Champions
26,6,884.64,4,4,3,443,Loyal Customers
31,2,24.35,4,2,1,421,Others
79,2,604.33,2,2,3,223,Others
51,1,877.7,3,1,3,313,Others
316,1,76.32000000000001,1,1,1,111,Others
22,1,295.13,4,1,2,412,Others
30,5,951.76,4,4,3,443,Loyal Customers
21,2,121.7,4,2,1,421,Others
38,2,190.47,3,2,1,321,Others
12,4,788.88,5,4,3,543,Loyal Customers
177,1,896.8,1,1,3,113,Others
147,4,1212.21,2,4,4,244,At Risk
16,5,1130.28,4,4,4,444,Champions
51,4,588.22,3,4,3,343,Loyal Customers
10,9,3598.25,5,5,5,555,Champions
31,7,2619.65,4,5,5,455,Champions
15,1,462.75,5,1,2,512,Others
78,3,1326.04,2,3,4,234,At Risk
120,1,338.65,2,1,2,212,Others
22,3,1018.71,4,3,4,434,Loyal Customers
73,4,2124.46,2,4,4,244,At Risk
89,1,215.22,2,1,1,211,Others
313,1,106.68,1,1,1,111,Others
44,3,1994.47,3,3,4,334,Loyal Customers
45,4,1541.98,3,4,4,344,Loyal Customers
253,3,986.08,1,3,3,133,At Risk
50,5,1416.96,3,4,4,344,Loyal Customers
270,1,279.8,1,1,2,112,Others
10,78,248396.5,5,5,5,555,Champions
159,1,270.0,2,1,2,212,Others
52,15,4466.65,3,5,5,355,Loyal Customers
18,5,2248.6,4,4,5,445,Champions
224,1,62.5,1,1,1,111,Others
30,7,1371.77,4,5,4,454,Champions
149,5,1666.41,2,4,4,244,At Risk
374,1,246.86,1,1,1,111,Others
24,3,1946.28,4,3,4,434,Loyal Customers
51,3,498.95,3,3,2,332,Loyal Customers
65,2,601.97,3,2,3,323,Others
63,3,635.06,3,3,3,333,Loyal Customers
66,2,490.6,3,2,2,322,Others
63,2,913.95,3,2,3,323,Others
1,31,12418.01,5,5,5,555,Champions
81,1,111.63,2,1,1,211,Others
269,4,1957.54,1,4,4,144,At Risk
368,1,190.47,1,1,1,111,Others
185,2,1127.45,1,2,4,124,Others
151,2,347.59,2,2,2,222,Others
3,3,1674.41,5,3,4,534,Loyal Customers
145,1,173.66,2,1,1,211,Others
24,1,419.21999999999997,4,1,2,412,Others
30,6,5808.55,4,4,5,445,Champions
228,1,184.91,1,1,1,111,Others
215,1,403.39,1,1,2,112,Others
17,3,1289.44,4,3,4,434,Loyal Customers
7,43,28615.27,5,5,5,555,Champions
23,3,376.20000000000005,4,3,2,432,Loyal Customers
64,4,1462.81,3,4,4,344,Loyal Customers
224,1,146.56,1,1,1,111,Others
26,1,228.52,4,1,1,411,Others
212,8,4536.64,1,5,5,155,At Risk
50,5,852.53,3,4,3,343,Loyal Customers
36,2,773.6800000000001,4,2,3,423,Others
9,8,2056.3,5,5,4,554,Champions
28,2,422.63,4,2,2,422,Others
16,8,1123.59,4,5,4,454,Champions
61,6,992.46,3,4,4,344,Loyal Customers
253,1,244.31,1,1,1,111,Others
155,3,1534.22,2,3,4,234,At Risk
9,2,688.95,5,3,3,533,Loyal Customers
71,3,593.47,3,3,3,333,Loyal Customers
51,2,880.96,3,3,3,333,Loyal Customers
78,6,1961.02,2,4,4,244,At Risk
1,13,3427.44,5,5,5,555,Champions
60,2,258.96,3,3,2,332,Loyal Customers
254,1,367.54,1,1,2,112,Others
71,2,139.2,3,3,1,331,Loyal Customers
4,3,1085.91,5,3,4,534,Loyal Customers
15,12,3965.29,5,5,5,555,Champions
15,9,1300.31,5,5,4,554,Champions
54,1,411.0,3,1,2,312,Others
1,11,2752.51,5,5,5,555,Champions
43,3,746.05,3,3,3,333,Loyal Customers
78,4,958.0699999999999,2,4,3,243,At Risk
80,1,235.77,2,1,1,211,Others
369,1,81.3,1,1,1,111,Others
46,1,226.42,3,1,1,311,Others
15,1,109.07,5,1,1,511,Others
113,2,309.1,2,3,2,232,At Risk
7,7,927.89,5,5,3,553,Loyal Customers
226,1,341.9,1,1,2,112,Others
30,3,597.16,4,3,3,433,Loyal Customers
290,1,116.5,1,1,1,111,Others
182,2,195.15,1,3,1,131,At Risk
49,1,190.58,3,1,1,311,Others
9,3,586.24,5,3,3,533,Loyal Customers
28,11,2814.58,4,5,5,455,Champions
3,4,6579.26,5,4,5,545,Champions
61,4,1056.42,3,4,4,344,Loyal Customers
24,24,6174.47,4,5,5,455,Champions
121,2,374.05,2,3,2,232,At Risk
36,1,2389.62,4,1,5,415,Others
196,2,507.45,1,3,3,133,At Risk
3,19,8385.22,5,5,5,555,Champions
45,8,2712.85,3,5,5,355,Loyal Customers
8,2,497.25,5,3,2,532,Loyal Customers
71,1,579.85,3,1,3,313,Others
228,1,50.480000000000004,1,1,1,111,Others
2,8,2785.1,5,5,5,555,Champions
137,7,1331.15,2,5,4,254,At Risk
42,4,593.5,3,4,3,343,Loyal Customers
4,7,1736.57,5,5,4,554,Champions
115,1,310.15,2,1,2,212,Others
372,1,112.03,1,1,1,111,Others
320,2,126.45,1,3,1,131,At Risk
96,1,306.36,2,1,2,212,Others
61,4,909.88,3,4,3,343,Loyal Customers
17,14,4962.27,4,5,5,455,Champions
18,2,1914.8,4,3,4,434,Loyal Customers
32,3,1380.91,4,3,4,434,Loyal Customers
80,1,192.02,2,1,1,211,Others
262,1,117.05,1,1,1,111,Others
2,6,4082.76,5,4,5,545,Champions
110,1,382.81,2,1,2,212,Others
26,9,5097.13,4,5,5,455,Champions
103,6,2761.2200000000003,2,4,5,245,At Risk
257,2,594.62,1,3,3,133,At Risk
228,1,140.55,1,1,1,111,Others
164,1,241.45000000000002,2,1,1,211,Others
8,1,406.56,5,1,2,512,Others
23,4,1170.0,4,4,4,444,Champions
39,1,307.56,3,1,2,312,Others
295,1,307.3,1,1,2,112,Others
25,1,159.94,4,1,1,411,Others
186,1,90.96,1,1,1,111,Others
107,1,110.65,2,1,1,211,Others
232,1,476.88,1,1,2,112,Others
10,6,1781.56,5,4,4,544,Champions
242,1,303.63,1,1,2,112,Others
171,1,396.91,2,1,2,212,Others
38,3,633.99,3,3,3,333,Loyal Customers
2,11,2865.05,5,5,5,555,Champions
143,1,300.31,2,1,2,212,Others
17,5,550.5699999999999,4,4,3,443,Loyal Customers
373,1,180.45000000000002,1,1,1,111,Others
5,6,3415.38,5,4,5,545,Champions
74,2,1502.98,2,3,4,234,At Risk
40,3,536.15,3,3,3,333,Loyal Customers
75,1,110.04,2,1,1,211,Others
26,2,504.14,4,3,3,433,Loyal Customers
257,2,686.76,1,3,3,133,At Risk
5,3,446.59,5,3,2,532,Loyal Customers
23,1,170.5,4,1,1,411,Others
234,1,178.85,1,1,1,111,Others
5,4,888.91,5,4,3,543,Loyal Customers
217,1,154.21,1,1,1,111,Others
31,5,2849.52,4,4,5,445,Champions
94,3,495.76,2,3,2,232,At Risk
130,2,184.34,2,3,1,231,At Risk
16,5,767.47,4,4,3,443,Loyal Customers
2,7,1230.15,5,5,4,554,Champions
121,1,157.7,2,1,1,211,Others
15,6,2895.2000000000003,5,4,5,545,Champions
4,13,2698.17,5,5,5,555,Champions
217,2,385.2,1,3,2,132,At Risk
24,10,7699.7,4,5,5,455,Champions
8,4,995.29,5,4,4,544,Champions
316,3,1676.57,1,3,4,134,At Risk
266,1,322.69,1,1,2,112,Others
134,1,94.8,2,1,1,211,Others
43,1,485.86,3,1,2,312,Others
164,2,297.0,2,3,2,232,At Risk
78,5,1810.82,2,4,4,244,At Risk
59,2,769.9200000000001,3,3,3,333,Loyal Customers
54,3,915.28,3,3,3,333,Loyal Customers
175,1,299.86,2,1,2,212,Others
10,8,3867.2400000000002,5,5,5,555,Champions
72,1,211.8,2,1,1,211,Others
66,6,3512.62,3,5,5,355,Loyal Customers
235,1,150.0,1,1,1,111,Others
63,1,437.4,3,1,2,312,Others
43,2,1039.55,3,3,4,334,Loyal Customers
40,1,310.56,3,1,2,312,Others
9,21,7832.91,5,5,5,555,Champions
53,6,1445.21,3,5,4,354,Loyal Customers
266,1,318.06,1,1,2,112,Others
60,12,3295.7400000000002,3,5,5,355,Loyal Customers
59,3,901.0699999999999,3,3,3,333,Loyal Customers
26,4,1563.03,4,4,4,444,Champions
110,5,5874.65,2,4,5,245,At Risk
78,5,2478.731,2,4,5,245,At Risk
141,1,180.75,2,1,1,211,Others
190,1,351.9,1,1,2,112,Others
16,9,1254.94,4,5,4,454,Champions
8,3,77.52,5,3,1,531,Loyal Customers
2,8,6460.32,5,5,5,555,Champions
31,13,2241.78,4,5,5,455,Champions
16,4,1230.42,4,4,4,444,Champions
24,4,2056.69,4,4,4,444,Champions
49,5,1511.7,3,4,4,344,Loyal Customers
129,5,726.89,2,4,3,243,At Risk
119,3,816.6,2,3,3,233,At Risk
269,1,334.45,1,1,2,112,Others
171,1,116.18,2,1,1,211,Others
77,1,1397.08,2,1,4,214,Others
157,2,256.7,2,3,2,232,At Risk
54,2,425.85,3,3,2,332,Loyal Customers
12,16,2600.41,5,5,5,555,Champions
320,1,185.06,1,1,1,111,Others
26,12,2956.95,4,5,5,455,Champions
305,1,120.6,1,1,1,111,Others
63,2,832.8,3,3,3,333,Loyal Customers
254,2,691.6,1,3,3,133,At Risk
52,2,552.35,3,3,3,333,Loyal Customers
326,1,202.35000000000002,1,1,1,111,Others
253,1,571.76,1,1,3,113,Others
79,2,837.0600000000001,2,3,3,233,At Risk
19,18,13980.83,4,5,5,455,Champions
1,7,1614.45,5,5,4,554,Champions
45,4,1774.16,3,4,4,344,Loyal Customers
7,9,2195.14,5,5,5,555,Champions
31,1,1331.38,4,1,4,414,Others
158,1,13.919999999999998,2,1,1,211,Others
2,5,860.11,5,4,3,543,Loyal Customers
31,2,702.96,4,3,3,433,Loyal Customers
44,2,605.05,3,3,3,333,Loyal Customers
10,6,1355.24,5,5,4,554,Champions
81,1,68.44,2,1,1,211,Others
3,10,2664.69,5,5,5,555,Champions
99,1,104.10000000000001,2,1,1,211,Others
73,3,1404.68,2,3,4,234,At Risk
1,205,152121.22,5,5,5,555,Champions
37,4,1021.4,3,4,4,344,Loyal Customers
24,4,2845.7000000000003,4,4,5,445,Champions
11,9,1503.77,5,5,4,554,Champions
67,4,1773.97,3,4,4,344,Loyal Customers
232,2,1123.75,1,3,4,134,At Risk
40,7,4345.66,3,5,5,355,Loyal Customers
175,1,359.35,2,1,2,212,Others
201,1,629.4,1,1,3,113,Others
29,2,843.74,4,3,3,433,Loyal Customers
246,2,620.96,1,3,3,133,At Risk
17,2,359.4,4,3,2,432,Loyal Customers
32,1,308.2,4,1,2,412,Others
263,1,223.91000000000003,1,1,1,111,Others
57,1,612.8100000000001,3,1,3,313,Others
106,3,2873.77,2,3,5,235,At Risk
1,2,666.13,5,3,3,533,Loyal Customers
79,4,1770.0,2,4,4,244,At Risk
14,3,1612.56,5,3,4,534,Loyal Customers
255,1,1065.1200000000001,1,1,4,114,Others
26,4,4273.79,4,4,5,445,Champions
198,2,2322.43,1,3,5,135,At Risk
53,2,531.49,3,3,3,333,Loyal Customers
214,1,182.1,1,1,1,111,Others
37,4,746.56,3,4,3,343,Loyal Customers
299,1,107.62,1,1,1,111,Others
25,7,3884.42,4,5,5,455,Champions
49,1,179.4,3,1,1,311,Others
24,4,758.97,4,4,3,443,Loyal Customers
105,4,515.0,2,4,3,243,At Risk
32,21,9529.86,4,5,5,455,Champions
54,3,685.65,3,3,3,333,Loyal Customers
339,1,167.27,1,1,1,111,Others
368,1,163.77,1,1,1,111,Others
57,1,1325.0,3,1,4,314,Others
280,1,203.2,1,1,1,111,Others
231,3,458.26,1,3,2,132,At Risk
15,13,9365.47,5,5,5,555,Champions
175,3,240.21000000000004,2,3,1,231,At Risk
15,7,1651.23,5,5,4,554,Champions
23,5,881.24,4,4,3,443,Loyal Customers
77,5,1518.81,2,4,4,244,At Risk
94,1,353.65,2,1,2,212,Others
339,1,906.23,1,1,3,113,Others
45,8,3327.29,3,5,5,355,Loyal Customers
17,1,30.300000000000004,4,1,1,411,Others
57,1,192.45,3,1,1,311,Others
361,1,31.93,1,1,1,111,Others
66,5,1190.82,3,4,4,344,Loyal Customers
371,1,429.66,1,1,2,112,Others
373,1,150.68,1,1,1,111,Others
59,1,270.8,3,1,2,312,Others
208,1,237.78,1,1,1,111,Others
325,1,183.20000000000002,1,1,1,111,Others
24,4,1058.1399999999999,4,4,4,444,Champions
12,2,563.1,5,3,3,533,Loyal Customers
1,7,1387.4499999999998,5,5,4,554,Champions
16,6,1704.1100000000001,4,5,4,454,Champions
297,1,342.4,1,1,2,112,Others
248,2,304.17,1,3,2,132,At Risk
66,1,314.67,3,1,2,312,Others
78,1,210.5,2,1,1,211,Others
199,1,36.13,1,1,1,111,Others
18,5,946.72,4,4,3,443,Loyal Customers
117,2,442.28999999999996,2,3,2,232,At Risk
291,1,230.4,1,1,1,111,Others
64,2,338.31,3,3,2,332,Loyal Customers
228,1,129.48000000000002,1,1,1,111,Others
30,2,199.10999999999999,4,3,1,431,Loyal Customers
3,6,3127.9700000000003,5,5,5,555,Champions
109,6,1027.03,2,5,4,254,At Risk
2,29,7681.71,5,5,5,555,Champions
89,1,277.4,2,1,2,212,Others
116,2,360.0,2,3,2,232,At Risk
31,2,416.6,4,3,2,432,Loyal Customers
9,2,429.78,5,3,2,532,Loyal Customers
123,10,1610.82,2,5,4,254,At Risk
137,13,2354.97,2,5,5,255,At Risk
29,4,450.85,4,4,2,442,Loyal Customers
3,1,111.25,5,1,1,511,Others
15,1,198.47,5,1,1,511,Others
2,4,826.91,5,4,3,543,Loyal Customers
313,1,281.05,1,1,2,112,Others
5,10,5287.64,5,5,5,555,Champions
3,8,2414.18,5,5,5,555,Champions
204,1,617.83,1,1,3,113,Others
11,2,579.89,5,3,3,533,Loyal Customers
31,6,2129.45,4,5,4,454,Champions
4,3,521.78,5,3,3,533,Loyal Customers
255,1,365.1,1,1,2,112,Others
16,6,1461.63,4,5,4,454,Champions
30,10,2449.75,4,5,5,455,Champions
2,7,8821.55,5,5,5,555,Champions
22,6,3957.04,4,5,5,455,Champions
12,2,397.76,5,3,2,532,Loyal Customers
5,4,579.67,5,4,3,543,Loyal Customers
4,47,19960.3,5,5,5,555,Champions
177,1,7.49,1,1,1,111,Others
80,1,109.47,2,1,1,211,Others
231,1,179.52,1,1,1,111,Others
99,5,2333.3199999999997,2,4,5,245,At Risk
15,18,8389.42,5,5,5,555,Champions
61,10,2533.37,3,5,5,355,Loyal Customers
4,1,98.7,5,1,1,511,Others
57,2,2349.5,3,3,5,335,Loyal Customers
15,6,2543.55,5,5,5,555,Champions
110,3,549.12,2,3,3,233,At Risk
156,1,113.65,2,1,1,211,Others
79,3,1766.46,2,3,4,234,At Risk
12,5,1285.04,5,4,4,544,Champions
12,10,2153.48,5,5,5,555,Champions
3,86,83284.38,5,5,5,555,Champions
59,4,1597.76,3,4,4,344,Loyal Customers
46,4,1254.41,3,4,4,344,Loyal Customers
46,1,168.73,3,1,1,311,Others
49,2,2118.12,3,3,4,334,Loyal Customers
54,2,621.54,3,3,3,333,Loyal Customers
8,3,737.0500000000001,5,3,3,533,Loyal Customers
22,2,473.49,4,3,2,432,Loyal Customers
115,1,187.52,2,1,1,211,Others
36,5,1744.61,4,4,4,444,Champions
65,2,817.46,3,3,3,333,Loyal Customers
128,2,566.89,2,3,3,233,At Risk
130,2,2428.08,2,3,5,235,At Risk
4,23,8018.77,5,5,5,555,Champions
1,8,2871.7400000000002,5,5,5,555,Champions
63,2,546.25,3,3,3,333,Loyal Customers
3,8,1460.92,5,5,4,554,Champions
304,1,93.35000000000001,1,1,1,111,Others
15,2,965.1999999999999,5,3,3,533,Loyal Customers
365,1,347.54,1,1,2,112,Others
200,2,218.53,1,3,1,131,At Risk
310,2,565.9,1,3,3,133,At Risk
98,1,318.65,2,1,2,212,Others
8,18,9729.09,5,5,5,555,Champions
